,Dates,Season,MatchNo,Venue,Innings,Batsman,R,B,M,NotOut,FoWR,FoWO,Total
821,"3,4,5,6,7 July 2015 ",2015,2169,Pallekele International Cricket Stadium,2,Azhar Ali,52,96.0,150,0,32,8.5,215
822,"3,4,5,6,7 July 2015 ",2015,2169,Pallekele International Cricket Stadium,3,WU Tharanga,48,47.0,93,0,12,6.2,313
823,"3,4,5,6,7 July 2015 ",2015,2169,Pallekele International Cricket Stadium,4,Azhar Ali,5,14.0,25,0,0,1.3,382
824,"8,9,10,11 July 2015 ",2015,2170,"Sophia Gardens, Cardiff",1,GS Ballance,61,149.0,223,0,7,1.6,430
825,"8,9,10,11 July 2015 ",2015,2170,"Sophia Gardens, Cardiff",2,SPD Smith,33,56.0,78,0,52,14.3,308
826,"8,9,10,11 July 2015 ",2015,2170,"Sophia Gardens, Cardiff",3,GS Ballance,0,7.0,14,0,17,6.6,289
827,"8,9,10,11 July 2015 ",2015,2170,"Sophia Gardens, Cardiff",4,SPD Smith,33,49.0,77,0,19,9.4,242
828,"16,17,18,19 July 2015 ",2015,2171,"Lord's, London",1,SPD Smith,215,346.0,503,0,78,14.6,566
829,"16,17,18,19 July 2015 ",2015,2171,"Lord's, London",2,GS Ballance,23,31.0,36,0,0,0.2,312
830,"16,17,18,19 July 2015 ",2015,2171,"Lord's, London",3,SPD Smith,58,48.0,67,0,165,36.2,254
831,"16,17,18,19 July 2015 ",2015,2171,"Lord's, London",4,GS Ballance,14,33.0,57,0,12,4.3,103
832,"21,22,23,24,25 July 2015 ",2015,2172,"Zahur Ahmed Chowdhury Stadium, Chattogram",1,F du Plessis,48,122.0,149,0,58,13.4,248
833,"21,22,23,24,25 July 2015 ",2015,2172,"Zahur Ahmed Chowdhury Stadium, Chattogram",2,Mominul Haque,6,14.0,13,0,46,18.2,326
834,"29,30,31 July 2015 ",2015,2173,"Edgbaston, Birmingham",1,SPD Smith,7,18.0,26,0,7,2.2,136
835,"29,30,31 July 2015 ",2015,2173,"Edgbaston, Birmingham",2,IR Bell,53,56.0,96,0,19,7.3,281
836,"29,30,31 July 2015 ",2015,2173,"Edgbaston, Birmingham",3,SPD Smith,8,27.0,40,0,17,3.2,265
837,"29,30,31 July 2015 ",2015,2173,"Edgbaston, Birmingham",4,IR Bell,65,90.0,120,1,11,4.1,124
838,"30,31 July, 1,2,3 August 2015 ",2015,2174,"Shere Bangla National Stadium, Mirpur, Dhaka",1,Mominul Haque,40,87.0,111,0,12,4.3,246
839,"6,7,8 August 2015 ",2015,2175,"Trent Bridge, Nottingham",1,SPD Smith,6,3.0,2,0,4,0.3,60
840,"6,7,8 August 2015 ",2015,2175,"Trent Bridge, Nottingham",2,IR Bell,1,6.0,12,0,32,11.2,391
841,"6,7,8 August 2015 ",2015,2175,"Trent Bridge, Nottingham",3,SPD Smith,5,9.0,20,0,113,23.6,253
842,"12,13,14,15 August 2015 ",2015,2176,Galle International Stadium,1,HDRL Thirimanne,13,38.0,65,0,15,6.5,183
843,"12,13,14,15 August 2015 ",2015,2176,Galle International Stadium,2,RG Sharma,9,24.0,33,0,14,2.6,375
844,"12,13,14,15 August 2015 ",2015,2176,Galle International Stadium,3,KTGD Prasad,3,12.0,14,0,0,0.5,367
845,"12,13,14,15 August 2015 ",2015,2176,Galle International Stadium,4,I Sharma,10,23.0,44,0,12,4.3,112
846,"20,21,22,23,24 August 2015 ",2015,2177,"P Sara Oval, Colombo",1,AM Rahane,4,11.0,18,0,4,0.4,393
847,"20,21,22,23,24 August 2015 ",2015,2177,"P Sara Oval, Colombo",2,KC Sangakkara,32,87.0,110,0,1,1.1,306
848,"20,21,22,23,24 August 2015 ",2015,2177,"P Sara Oval, Colombo",3,AM Rahane,126,243.0,331,0,3,0.5,325
849,"20,21,22,23,24 August 2015 ",2015,2177,"P Sara Oval, Colombo",4,KC Sangakkara,18,18.0,29,0,8,2.4,134
850,"20,21,22,23 August 2015 ",2015,2178,"Kennington Oval, London",1,SPD Smith,143,252.0,387,0,110,33.2,481
851,"20,21,22,23 August 2015 ",2015,2178,"Kennington Oval, London",2,IR Bell,10,42.0,67,0,30,7.1,149
852,"20,21,22,23 August 2015 ",2015,2178,"Kennington Oval, London",3,IR Bell,13,40.0,57,0,19,12.1,286
853,"28,29,30,31 August, 1 September 2015 ",2015,2179,"Sinhalese Sports Club Ground, Colombo",1,AM Rahane,8,13.0,16,0,2,0.2,312
854,"28,29,30,31 August, 1 September 2015 ",2015,2179,"Sinhalese Sports Club Ground, Colombo",2,FDM Karunaratne,11,37.0,70,0,11,4.5,201
855,"28,29,30,31 August, 1 September 2015 ",2015,2179,"Sinhalese Sports Club Ground, Colombo",3,AM Rahane,4,17.0,25,0,0,0.2,274
856,"28,29,30,31 August, 1 September 2015 ",2015,2179,"Sinhalese Sports Club Ground, Colombo",4,FDM Karunaratne,0,7.0,11,0,1,0.6,268
857,"13,14,15,16,17 October 2015 ",2015/16,2180,"Sheikh Zayed Stadium, Abu Dhabi",1,Shoaib Malik,245,420.0,639,0,5,2.5,523
858,"13,14,15,16,17 October 2015 ",2015/16,2180,"Sheikh Zayed Stadium, Abu Dhabi",2,IR Bell,63,199.0,276,0,116,40.2,598
859,"13,14,15,16,17 October 2015 ",2015/16,2180,"Sheikh Zayed Stadium, Abu Dhabi",3,Shoaib Malik,0,4.0,3,0,3,2.1,173
860,"13,14,15,16,17 October 2015 ",2015/16,2180,"Sheikh Zayed Stadium, Abu Dhabi",4,JE Root,33,29.0,47,1,13,1.5,74
861,"14,15,16,17 October 2015 ",2015/16,2181,Galle International Stadium,1,HDRL Thirimanne,16,62.0,87,0,56,17.6,484
862,"14,15,16,17 October 2015 ",2015/16,2181,Galle International Stadium,2,DM Bravo,50,107.0,158,0,33,7.3,251
863,"14,15,16,17 October 2015 ",2015/16,2181,Galle International Stadium,3,DM Bravo,31,66.0,99,0,18,9.6,227
864,"22,23,24,25,26 October 2015 ",2015/16,2182,"P Sara Oval, Colombo",1,BKG Mendis,13,27.0,60,0,1,0.4,200
865,"22,23,24,25,26 October 2015 ",2015/16,2182,"P Sara Oval, Colombo",2,D Bishoo,13,33.0,44,0,7,0.6,163
866,"22,23,24,25,26 October 2015 ",2015/16,2182,"P Sara Oval, Colombo",3,BKG Mendis,39,66.0,91,0,0,0.1,206
867,"22,23,24,25,26 October 2015 ",2015/16,2182,"P Sara Oval, Colombo",4,DM Bravo,61,134.0,155,0,20,8.6,171
868,"22,23,24,25,26 October 2015 ",2015/16,2183,Dubai International Cricket Stadium,1,Shoaib Malik,2,9.0,13,0,51,15.2,378
869,"22,23,24,25,26 October 2015 ",2015/16,2183,Dubai International Cricket Stadium,2,IR Bell,4,10.0,13,0,5,1.4,242
870,"22,23,24,25,26 October 2015 ",2015/16,2183,Dubai International Cricket Stadium,3,Shoaib Malik,7,13.0,23,0,1,2.4,354
871,"22,23,24,25,26 October 2015 ",2015/16,2183,Dubai International Cricket Stadium,4,IR Bell,46,122.0,162,0,9,4.4,312
872,"1,2,3,4,5 November 2015 ",2015/16,2184,Sharjah Cricket Stadium,1,Shoaib Malik,38,91.0,115,0,5,2.3,234
873,"1,2,3,4,5 November 2015 ",2015/16,2184,Sharjah Cricket Stadium,2,IR Bell,40,158.0,217,0,19,8.4,306
874,"1,2,3,4,5 November 2015 ",2015/16,2184,Sharjah Cricket Stadium,3,Shoaib Malik,0,1.0,4,0,101,38.1,355
875,"1,2,3,4,5 November 2015 ",2015/16,2184,Sharjah Cricket Stadium,4,IR Bell,0,6.0,7,0,34,11.6,156
876,"5,6,7,8,9 November 2015 ",2015/16,2185,"Brisbane Cricket Ground, Woolloongabba, Brisbane",1,UT Khawaja,174,239.0,374,0,161,38.5,556
877,"5,6,7,8,9 November 2015 ",2015/16,2185,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2,KS Williamson,140,178.0,292,0,56,17.1,317
878,"5,6,7,8,9 November 2015 ",2015/16,2185,"Brisbane Cricket Ground, Woolloongabba, Brisbane",3,UT Khawaja,9,11.0,24,1,237,37.4,264
879,"5,6,7,8,9 November 2015 ",2015/16,2185,"Brisbane Cricket Ground, Woolloongabba, Brisbane",4,KS Williamson,59,74.0,127,0,44,22.3,295
880,"5,6,7 November 2015 ",2015/16,2186,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,CA Pujara,31,66.0,87,0,0,1.4,201
881,"5,6,7 November 2015 ",2015/16,2186,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,F du Plessis,0,4.0,9,0,9,6.4,184
882,"5,6,7 November 2015 ",2015/16,2186,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",3,CA Pujara,77,153.0,220,0,9,2.3,200
883,"5,6,7 November 2015 ",2015/16,2186,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",4,F du Plessis,1,6.0,4,0,8,1.1,109
884,"13,14,15,16,17 November 2015 ",2015/16,2187,"W.A.C.A. Ground, Perth",1,UT Khawaja,121,186.0,258,0,101,22.4,559
885,"13,14,15,16,17 November 2015 ",2015/16,2187,"W.A.C.A. Ground, Perth",2,KS Williamson,166,250.0,384,0,6,2.1,624
886,"13,14,15,16,17 November 2015 ",2015/16,2187,"W.A.C.A. Ground, Perth",3,SPD Smith (c),138,185.0,272,0,8,2.1,385
887,"13,14,15,16,17 November 2015 ",2015/16,2187,"W.A.C.A. Ground, Perth",4,KS Williamson,32,58.0,73,1,34,10.2,104
888,"14,15,16,17,18 November 2015 ",2015/16,2188,"M.Chinnaswamy Stadium, Bengaluru",1,F du Plessis,0,3.0,5,0,15,7.2,214
889,"25,26,27 November 2015 ",2015/16,2189,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",1,CA Pujara,21,43.0,64,0,50,13.6,215
890,"25,26,27 November 2015 ",2015/16,2189,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2,Imran Tahir,4,12.0,11,0,4,3.1,79
891,"25,26,27 November 2015 ",2015/16,2189,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",3,CA Pujara,31,45.0,57,0,8,4.2,173
892,"25,26,27 November 2015 ",2015/16,2189,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",4,Imran Tahir,8,7.0,12,0,17,7.4,185
893,"27,28,29 November 2015 - day/night match ",2015/16,2190,Adelaide Oval,1,KS Williamson,22,58.0,85,0,7,3.2,202
894,"27,28,29 November 2015 - day/night match ",2015/16,2190,Adelaide Oval,2,SPD Smith (c),53,114.0,188,0,6,3.2,224
895,"27,28,29 November 2015 - day/night match ",2015/16,2190,Adelaide Oval,3,KS Williamson,9,24.0,34,0,29,12.3,208
896,"27,28,29 November 2015 - day/night match ",2015/16,2190,Adelaide Oval,4,SPD Smith (c),14,24.0,35,0,34,5.3,187
897,"3,4,5,6,7 December 2015 ",2015/16,2191,"Arun Jaitley Stadium, Delhi",1,CA Pujara,14,37.0,54,0,30,16.2,334
898,"3,4,5,6,7 December 2015 ",2015/16,2191,"Arun Jaitley Stadium, Delhi",2,HM Amla (c),3,34.0,44,0,36,14.3,121
899,"3,4,5,6,7 December 2015 ",2015/16,2191,"Arun Jaitley Stadium, Delhi",3,RG Sharma,0,1.0,7,0,4,4.6,267
900,"3,4,5,6,7 December 2015 ",2015/16,2191,"Arun Jaitley Stadium, Delhi",4,HM Amla (c),25,244.0,289,0,5,3.6,143
901,"10,11,12,13,14 December 2015 ",2015/16,2192,"University Oval, Dunedin",1,KS Williamson,88,123.0,171,0,56,15.6,431
902,"10,11,12,13,14 December 2015 ",2015/16,2192,"University Oval, Dunedin",2,MDUS Jayasundera,1,6.0,18,0,19,8.6,294
903,"10,11,12,13,14 December 2015 ",2015/16,2192,"University Oval, Dunedin",3,KS Williamson,71,115.0,145,0,79,26.2,267
904,"10,11,12,13,14 December 2015 ",2015/16,2192,"University Oval, Dunedin",4,MDUS Jayasundera,3,15.0,25,0,54,26.2,282
905,"10,11,12 December 2015 ",2015/16,2193,"Bellerive Oval, Hobart",1,SPD Smith (c),10,32.0,41,0,75,10.6,583
906,"10,11,12 December 2015 ",2015/16,2193,"Bellerive Oval, Hobart",2,DM Bravo,108,177.0,254.0,0,17,8.3,223
907,"10,11,12 December 2015 ",2015/16,2193,"Bellerive Oval, Hobart",3,DM Bravo,4,13.0,19.0,0,2,1.3,148
908,"18,19,20,21 December 2015 ",2015/16,2194,"Seddon Park, Hamilton",1,MDUS Jayasundera,26,54.0,79,0,39,13.4,292
909,"18,19,20,21 December 2015 ",2015/16,2194,"Seddon Park, Hamilton",2,KS Williamson,1,4.0,7,0,81,22.5,237
910,"18,19,20,21 December 2015 ",2015/16,2194,"Seddon Park, Hamilton",3,MDUS Jayasundera,0,2.0,2,0,71,22.4,133
911,"18,19,20,21 December 2015 ",2015/16,2194,"Seddon Park, Hamilton",4,KS Williamson,108,164.0,245,1,4,2.3,189
912,"26,27,28,29 December 2015 ",2015/16,2195,Melbourne Cricket Ground,1,UT Khawaja,144,227.0,331,0,29,4.1,551
913,"26,27,28,29 December 2015 ",2015/16,2195,Melbourne Cricket Ground,2,DM Bravo,81,204.0,363,0,35,15.1,271
914,"26,27,28,29 December 2015 ",2015/16,2195,Melbourne Cricket Ground,3,UT Khawaja,56,61.0,100,0,7,1.5,179
915,"26,27,28,29 December 2015 ",2015/16,2195,Melbourne Cricket Ground,4,DM Bravo,21,61.0,93,0,35,11.3,282
916,"26,27,28,29,30 December 2015 ",2015/16,2196,"Kingsmead, Durban",1,NRD Compton,85,236.0,383,0,3,2.5,303
917,"26,27,28,29,30 December 2015 ",2015/16,2196,"Kingsmead, Durban",2,HM Amla (c),7,24.0,31,0,0,0.2,214
918,"26,27,28,29,30 December 2015 ",2015/16,2196,"Kingsmead, Durban",3,NRD Compton,49,116.0,171,0,13,9.2,326
919,"26,27,28,29,30 December 2015 ",2015/16,2196,"Kingsmead, Durban",4,HM Amla (c),12,23.0,36,0,53,10.5,174
920,"2,3,4,5,6 January 2016 ",2015/16,2197,"Newlands, Cape Town",1,NRD Compton,45,105.0,161,0,55,16.3,629
921,"2,3,4,5,6 January 2016 ",2015/16,2197,"Newlands, Cape Town",2,HM Amla (c),201,477.0,707,0,7,2.3,627
922,"2,3,4,5,6 January 2016 ",2015/16,2197,"Newlands, Cape Town",3,NRD Compton,15,60.0,107,0,17,7.2,159
923,"3,4,5,6,7 January 2016 ",2015/16,2198,Sydney Cricket Ground,1,DM Bravo,33,95.0,113,0,13,4.3,330
924,"3,4,5,6,7 January 2016 ",2015/16,2198,Sydney Cricket Ground,2,MR Marsh,21,63.0,53,0,100,15.6,176
925,"14,15,16 January 2016 ",2015/16,2199,"The Wanderers Stadium, Johannesburg",1,HM Amla,40,90.0,123,0,44,17.3,313
926,"14,15,16 January 2016 ",2015/16,2199,"The Wanderers Stadium, Johannesburg",2,NRD Compton,26,68.0,93,0,10,3.5,323
927,"14,15,16 January 2016 ",2015/16,2199,"The Wanderers Stadium, Johannesburg",3,HM Amla,5,20.0,37,0,23,7.5,83
928,"14,15,16 January 2016 ",2015/16,2199,"The Wanderers Stadium, Johannesburg",4,NRD Compton,0,2.0,7,0,64,16.6,74
929,"22,23,24,25,26 January 2016 ",2015/16,2200,"SuperSport Park, Centurion",1,HM Amla,109,169.0,220,0,35,10.4,475
930,"22,23,24,25,26 January 2016 ",2015/16,2200,"SuperSport Park, Centurion",2,NRD Compton,19,52.0,72,0,22,5.2,342
931,"22,23,24,25,26 January 2016 ",2015/16,2200,"SuperSport Park, Centurion",3,HM Amla,96,199.0,333,0,5,2.2,248
932,"22,23,24,25,26 January 2016 ",2015/16,2200,"SuperSport Park, Centurion",4,NRD Compton,6,9.0,24,0,2,3.4,101
933,"12,13,14,15 February 2016 ",2015/16,2201,"Basin Reserve, Wellington",1,KS Williamson,16,18.0,24,0,17,2.2,183
934,"12,13,14,15 February 2016 ",2015/16,2201,"Basin Reserve, Wellington",2,UT Khawaja,140,216.0,347,0,0,0.4,562
935,"12,13,14,15 February 2016 ",2015/16,2201,"Basin Reserve, Wellington",3,KS Williamson,22,44.0,72,0,81,21.2,327
936,"20,21,22,23,24 February 2016 ",2015/16,2202,"Hagley Oval, Christchurch",1,KS Williamson,7,69.0,98,0,21,5.6,370
937,"20,21,22,23,24 February 2016 ",2015/16,2202,"Hagley Oval, Christchurch",2,UT Khawaja,24,40.0,62,0,25,7.4,505
938,"20,21,22,23,24 February 2016 ",2015/16,2202,"Hagley Oval, Christchurch",3,KS Williamson,97,210.0,340,0,8,3.6,335
939,"20,21,22,23,24 February 2016 ",2015/16,2202,"Hagley Oval, Christchurch",4,UT Khawaja,45,66.0,107,0,49,12.1,201
940,"19,20,21 May 2016 ",2016,2203,"Headingley, Leeds",1,NRD Compton,0,3.0,3,0,49,20.1,298
941,"19,20,21 May 2016 ",2016,2203,"Headingley, Leeds",2,BKG Mendis,0,2.0,9,0,10,3.6,91
942,"19,20,21 May 2016 ",2016,2203,"Headingley, Leeds",3,BKG Mendis,53,68.0,107,0,10,2.2,119
943,"27,28,29,30 May 2016 ",2016,2204,"Riverside Ground, Chester-le-Street",1,NRD Compton,9,34.0,46,0,39,13.6,498
944,"27,28,29,30 May 2016 ",2016,2204,"Riverside Ground, Chester-le-Street",2,BKG Mendis,35,62.0,89,0,10,2.4,101
945,"27,28,29,30 May 2016 ",2016,2204,"Riverside Ground, Chester-le-Street",3,BKG Mendis,26,22.0,28,0,38,16.3,475
946,"27,28,29,30 May 2016 ",2016,2204,"Riverside Ground, Chester-le-Street",4,NRD Compton,22,38.0,39,1,35,10.6,80
947,"9,10,11,12,13 June 2016 ",2016,2205,"Lord's, London",1,NRD Compton,1,11.0,19,0,56,19.4,416
948,"9,10,11,12,13 June 2016 ",2016,2205,"Lord's, London",2,BKG Mendis,25,55.0,83,0,108,30.6,288
949,"9,10,11,12,13 June 2016 ",2016,2205,"Lord's, London",3,JE Root,4,5.0,7,0,45,12.2,233
950,"9,10,11,12,13 June 2016 ",2016,2205,"Lord's, London",4,BKG Mendis,17,30.0,37,1,45,15.4,78
951,"14,15,16,17 July 2016 ",2016,2206,"Lord's, London",1,Azhar Ali,7,43.0,76,0,38,12.1,339
952,"14,15,16,17 July 2016 ",2016,2206,"Lord's, London",2,JE Root,48,73.0,119,0,8,1.6,272
953,"14,15,16,17 July 2016 ",2016,2206,"Lord's, London",3,Azhar Ali,23,75.0,110,0,2,2.4,215
954,"14,15,16,17 July 2016 ",2016,2206,"Lord's, London",4,JE Root,9,30.0,50,0,19,3.1,207
955,"21,22,23,24July 2016 ",2016,2207,"Sir Vivian Richards Stadium, North Sound, Antigua",1,CA Pujara,16,67.0,89,0,14,6.2,566
956,"21,22,23,24July 2016 ",2016,2207,"Sir Vivian Richards Stadium, North Sound, Antigua",2,D Bishoo,12,46.0,83,0,30,14.2,243
957,"21,22,23,24July 2016 ",2016,2207,"Sir Vivian Richards Stadium, North Sound, Antigua",3,DM Bravo,10,43.0,56,0,2,0.5,231
958,"22,23,24,25 July 2016 ",2016,2208,"Old Trafford, Manchester",1,JE Root,254,406.0,614,0,25,6.6,589
959,"22,23,24,25 July 2016 ",2016,2208,"Old Trafford, Manchester",2,Azhar Ali,1,13.0,25,0,27,12.6,198
960,"22,23,24,25 July 2016 ",2016,2208,"Old Trafford, Manchester",3,JE Root,71,48.0,59,1,68,15.5,173
961,"22,23,24,25 July 2016 ",2016,2208,"Old Trafford, Manchester",4,Azhar Ali,8,15.0,26,0,7,4.3,234
962,"26,27,28,29,30 July 2016 ",2016,2209,Pallekele International Cricket Stadium,1,BKG Mendis,8,7.0,10,0,6,4.1,117
963,"26,27,28,29,30 July 2016 ",2016,2209,Pallekele International Cricket Stadium,2,UT Khawaja,26,62.0,81,0,3,2.2,203
964,"26,27,28,29,30 July 2016 ",2016,2209,Pallekele International Cricket Stadium,3,FDM Karunaratne,0,3.0,6,0,6,2.2,353
965,"26,27,28,29,30 July 2016 ",2016,2209,Pallekele International Cricket Stadium,4,UT Khawaja,18,22.0,25,0,2,1.2,161
966,"28,29,30,31 July 2016 ",2016,2210,"Queens Sports Club, Bulawayo",1,H Masakadza,15,52.0,77,0,4,0.2,164
967,"28,29,30,31 July 2016 ",2016,2210,"Queens Sports Club, Bulawayo",2,KS Williamson (c),91,179.0,242,0,79,25.5,576
968,"28,29,30,31 July 2016 ",2016,2210,"Queens Sports Club, Bulawayo",3,BB Chari,5,6.0,5,0,7,0.4,295
969,"30, 31 July 01,02,03 August 2016 ",2016,2211,"Sabina Park, Kingston, Jamaica",1,DM Bravo,0,1.0,2,0,4,2.4,196
970,"30, 31 July 01,02,03 August 2016 ",2016,2211,"Sabina Park, Kingston, Jamaica",2,CA Pujara,46,159.0,223,0,87,19.3,500
971,"30, 31 July 01,02,03 August 2016 ",2016,2211,"Sabina Park, Kingston, Jamaica",3,DM Bravo,20,37.0,66,0,5,2.3,388
972,"3,4,5,6,7 August 2016 ",2016,2212,"Edgbaston, Birmingham",1,JE Root,3,6.0,11,0,36,9.3,297
973,"3,4,5,6,7 August 2016 ",2016,2212,"Edgbaston, Birmingham",2,Azhar Ali,139,293.0,381,0,0,0.4,400
974,"3,4,5,6,7 August 2016 ",2016,2212,"Edgbaston, Birmingham",3,JE Root,62,123.0,165,0,126,38.1,445
975,"3,4,5,6,7 August 2016 ",2016,2212,"Edgbaston, Birmingham",4,Azhar Ali,38,75.0,97,0,6,5.5,201
976,"4,5,6 August 2016 ",2016,2213,Galle International Stadium,1,MDKJ Perera,49,82.0,130,0,0,0.1,281
977,"4,5,6 August 2016 ",2016,2213,Galle International Stadium,2,UT Khawaja,11,44.0,54,0,0,0.2,106
978,"4,5,6 August 2016 ",2016,2213,Galle International Stadium,3,MDKJ Perera,35,38.0,56,0,5,1.6,237
979,"4,5,6 August 2016 ",2016,2213,Galle International Stadium,4,NM Lyon,0,7.0,12,0,3,0.6,183
980,"6,7,8,9,10 August 2016 ",2016,2214,"Queens Sports Club, Bulawayo",1,KS Williamson (c),113,151.0,202,0,169,48.3,582
981,"6,7,8,9,10 August 2016 ",2016,2214,"Queens Sports Club, Bulawayo",2,Sikandar Raza,3,30.0,45,0,65,35.6,362
982,"6,7,8,9,10 August 2016 ",2016,2214,"Queens Sports Club, Bulawayo",3,KS Williamson (c),68,103.0,130,1,24,5.2,166
983,"6,7,8,9,10 August 2016 ",2016,2214,"Queens Sports Club, Bulawayo",4,Sikandar Raza,0,17.0,37,0,45,16.5,132
984,"9,10,11,12,13 August 2016 ",2016,2215,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,V Kohli (c),3,8.0,17,0,9,2.3,353
985,"9,10,11,12,13 August 2016 ",2016,2215,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2,DM Bravo,29,101.0,123,0,59,23.6,225
986,"9,10,11,12,13 August 2016 ",2016,2215,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",3,V Kohli (c),4,17.0,21,0,49,7.3,217
987,"9,10,11,12,13 August 2016 ",2016,2215,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",4,DM Bravo,59,100.0,178,0,4,3.5,108
988,"11,12,13,14 August 2016 ",2016,2216,"Kennington Oval, London",1,JE Root,26,39.0,57,0,23,6.2,328
989,"11,12,13,14 August 2016 ",2016,2216,"Kennington Oval, London",2,Yasir Shah,26,48.0,73,0,3,1.5,542
990,"11,12,13,14 August 2016 ",2016,2216,"Kennington Oval, London",3,JE Root,39,46.0,82,0,14,9.2,253
991,"13,14,15,16,17 August 2016 ",2016,2217,"Sinhalese Sports Club Ground, Colombo",1,MDKJ Perera †,16,32.0,30,0,2,4.4,355
992,"13,14,15,16,17 August 2016 ",2016,2217,"Sinhalese Sports Club Ground, Colombo",2,SPD Smith (c),119,218.0,305,0,21,3.6,379
993,"13,14,15,16,17 August 2016 ",2016,2217,"Sinhalese Sports Club Ground, Colombo",3,JK Silva,115,269.0,361,0,8,0.4,347
994,"13,14,15,16,17 August 2016 ",2016,2217,"Sinhalese Sports Club Ground, Colombo",4,SPD Smith (c),8,14.0,17,0,77,21.4,160
995,"18,19,20,21,22 August 2016 ",2016,2218,"Queen's Park Oval, Port of Spain, Trinidad",1,DM Bravo,10,10.0,18,0,31,11.1,62
996,"19,20,21,22,23 August 2016 ",2016,2219,"Kingsmead, Durban",1,HM Amla,53,71.0,97,0,33,13.6,263
997,"19,20,21,22,23 August 2016 ",2016,2219,"Kingsmead, Durban",2,KS Williamson (c),2,16.0,29,1,7,6.2,15
998,"27,28,29,30 August 2016 ",2016,2220,"SuperSport Park, Centurion",1,HM Amla,58,91.0,134,0,133,38.5,481
999,"27,28,29,30 August 2016 ",2016,2220,"SuperSport Park, Centurion",2,KS Williamson (c),77,133.0,284,0,13,3.3,214
1000,"27,28,29,30 August 2016 ",2016,2220,"SuperSport Park, Centurion",3,HM Amla,1,5.0,5,0,31,3.2,132
1001,"27,28,29,30 August 2016 ",2016,2220,"SuperSport Park, Centurion",4,KS Williamson (c),5,11.0,27,0,0,0.1,195
1002,"22,23,24,25,26 September 2016 ",2016/17,2221,"Green Park, Kanpur",1,CA Pujara,62,109.0,146,0,42,10.6,318
1003,"22,23,24,25,26 September 2016 ",2016/17,2221,"Green Park, Kanpur",2,KS Williamson (c),75,137.0,197,0,35,9.3,262
1004,"22,23,24,25,26 September 2016 ",2016/17,2221,"Green Park, Kanpur",3,CA Pujara,78,152.0,219,0,52,18.1,377
1005,"22,23,24,25,26 September 2016 ",2016/17,2221,"Green Park, Kanpur",4,KS Williamson (c),25,59.0,61,0,2,3.1,236
1006,"30 September, 1,2,3 October 2016 ",2016/17,2222,"Eden Gardens, Kolkata",1,CA Pujara,87,219.0,278,0,1,1.4,316
1007,"30 September, 1,2,3 October 2016 ",2016/17,2222,"Eden Gardens, Kolkata",2,HM Nicholls,1,11.0,23,0,10,1.5,204
1008,"30 September, 1,2,3 October 2016 ",2016/17,2222,"Eden Gardens, Kolkata",3,CA Pujara,4,7.0,10,0,12,5.4,263
1009,"30 September, 1,2,3 October 2016 ",2016/17,2222,"Eden Gardens, Kolkata",4,HM Nicholls,24,66.0,72,0,55,16.5,197
1010,"8,9,10,11 October 2016 ",2016/17,2223,"Holkar Cricket Stadium, Indore",1,CA Pujara,41,108.0,132,0,26,4.5,557
1011,"8,9,10,11 October 2016 ",2016/17,2223,"Holkar Cricket Stadium, Indore",2,KS Williamson (c),8,25.0,33,0,118,34.2,299
1012,"8,9,10,11 October 2016 ",2016/17,2223,"Holkar Cricket Stadium, Indore",3,CA Pujara,101,148.0,202,1,34,13.4,216
1013,"8,9,10,11 October 2016 ",2016/17,2223,"Holkar Cricket Stadium, Indore",4,KS Williamson (c),27,33.0,40,0,7,1.4,153
1014,"13,14,15,16,17 October 2016 - day/night match ...
Name: 1, dtype: object",2016/17,2224,Dubai International Cricket Stadium,1,Asad Shafiq,67,119.0,174,0,215,67.5,579
1015,"13,14,15,16,17 October 2016 - day/night match ...
Name: 1, dtype: object",2016/17,2224,Dubai International Cricket Stadium,2,DM Bravo,87,258.0,398,0,42,11.5,357
1016,"13,14,15,16,17 October 2016 - day/night match ...
Name: 1, dtype: object",2016/17,2224,Dubai International Cricket Stadium,3,Asad Shafiq,5,9.0,15,0,13,2.6,123
1017,"13,14,15,16,17 October 2016 - day/night match ...
Name: 1, dtype: object",2016/17,2224,Dubai International Cricket Stadium,4,DM Bravo,116,249.0,406,0,27,8.1,289
1018,"20,21,22,23,24 October 2016 ",2016/17,2225,"Zahur Ahmed Chowdhury Stadium, Chattogram",1,JE Root,40,49.0,97,0,18,9.5,293
1019,"20,21,22,23,24 October 2016 ",2016/17,2225,"Zahur Ahmed Chowdhury Stadium, Chattogram",2,Mominul Haque,0,3.0,3,0,29,13.2,248
