,Dates,Season,MatchNo,Venue,Innings,Batsman,R,B,M,NotOut,FoWR,FoWO,Total
2744,"28, 29,30 September, 01,02 October 2017 ",2017/18,2275,"Sheikh Zayed Stadium, Abu Dhabi",4,Azhar Ali,0,2.0,3,0,4,3.6,114
2745,"28,29,30 September, 01, 02 October 2017 ",2017/18,2276,"Senwes Park, Potchefstroom",1,HM Amla,137,200.0,258,0,196,54.2,496
2746,"28,29,30 September, 01, 02 October 2017 ",2017/18,2276,"Senwes Park, Potchefstroom",2,Mominul Haque,77,150.0,254,0,16,5.4,320
2747,"28,29,30 September, 01, 02 October 2017 ",2017/18,2276,"Senwes Park, Potchefstroom",3,HM Amla,28,43.0,65,0,30,7.3,247
2748,"28,29,30 September, 01, 02 October 2017 ",2017/18,2276,"Senwes Park, Potchefstroom",4,Mominul Haque,0,2.0,2,0,0,0.4,90
2749,"6,7,8 October 2017 ",2017/18,2277,"Mangaung Oval, Bloemfontein",1,HM Amla,132,163.0,254,0,243,53.4,573
2750,"6,7,8 October 2017 ",2017/18,2277,"Mangaung Oval, Bloemfontein",2,Mominul Haque,4,7.0,13,0,13,6.4,147
2751,"6,7,8 October 2017 ",2017/18,2277,"Mangaung Oval, Bloemfontein",3,Mominul Haque,11,13.0,23,0,13,4.2,172
2752,"06,07,08,09,10 October 2017 - day/night match ...
Name: 1, dtype: object",2017/18,2278,Dubai International Cricket Stadium,1,S Samarawickrama,38,35.0,55,0,63,22.5,482
2753,"06,07,08,09,10 October 2017 - day/night match ...
Name: 1, dtype: object",2017/18,2278,Dubai International Cricket Stadium,2,Azhar Ali,59,128.0,211,0,61,23.3,262
2754,"06,07,08,09,10 October 2017 - day/night match ...
Name: 1, dtype: object",2017/18,2278,Dubai International Cricket Stadium,3,S Samarawickrama,13,21.0,37,0,3,2.1,96
2755,"06,07,08,09,10 October 2017 - day/night match ...
Name: 1, dtype: object",2017/18,2278,Dubai International Cricket Stadium,4,Azhar Ali,17,54.0,94,0,5,3.3,248
2756,"21,22,23,24,25 October 2017 ",2017/18,2279,"Queens Sports Club, Bulawayo",1,KA Hope,16,23.0,27,0,14,8.3,219
2757,"21,22,23,24,25 October 2017 ",2017/18,2279,"Queens Sports Club, Bulawayo",2,CR Ervine,39,89.0,150,0,44,11.5,159
2758,"21,22,23,24,25 October 2017 ",2017/18,2279,"Queens Sports Club, Bulawayo",3,KA Hope,43,106.0,115,0,25,10.3,373
2759,"21,22,23,24,25 October 2017 ",2017/18,2279,"Queens Sports Club, Bulawayo",4,CR Ervine,18,36.0,61,0,99,27.2,316
2760,"29,30,31 October, 1,2 November 2017 ",2017/18,2280,"Queens Sports Club, Bulawayo",1,CR Ervine,0,7.0,12,0,4,3.6,326
2761,"29,30,31 October, 1,2 November 2017 ",2017/18,2280,"Queens Sports Club, Bulawayo",2,D Bishoo,23,52.0,57,0,76,46.5,448
2762,"29,30,31 October, 1,2 November 2017 ",2017/18,2280,"Queens Sports Club, Bulawayo",3,CR Ervine,22,57.0,94,0,5,3.3,301
2763,"16,17,18,19,20 November 2017 ",2017/18,2281,"Eden Gardens, Kolkata",1,CA Pujara,52,117.0,182,0,0,0.1,172
2764,"16,17,18,19,20 November 2017 ",2017/18,2281,"Eden Gardens, Kolkata",2,HDRL Thirimanne,51,94.0,145,0,29,4.5,294
2765,"16,17,18,19,20 November 2017 ",2017/18,2281,"Eden Gardens, Kolkata",3,CA Pujara,22,51.0,70,0,166,37.1,352
2766,"16,17,18,19,20 November 2017 ",2017/18,2281,"Eden Gardens, Kolkata",4,HDRL Thirimanne,7,28.0,34,0,0,0.6,75
2767,"23,24,25,26,27 November 2017 ",2017/18,2282,"Brisbane Cricket Ground, Woolloongabba, Brisbane",1,JM Vince,83,170.0,239,0,2,2.4,302
2768,"23,24,25,26,27 November 2017 ",2017/18,2282,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2,UT Khawaja,11,24.0,29,0,7,3.4,328
2769,"23,24,25,26,27 November 2017 ",2017/18,2282,"Brisbane Cricket Ground, Woolloongabba, Brisbane",3,JM Vince,2,6.0,11,0,11,3.3,195
2770,"24,25,26,27 November 2017 ",2017/18,2283,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",1,HDRL Thirimanne,9,58.0,86,0,20,4.5,205
2771,"24,25,26,27 November 2017 ",2017/18,2283,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2,CA Pujara,143,362.0,501,0,7,3.5,610
2772,"24,25,26,27 November 2017 ",2017/18,2283,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",3,HDRL Thirimanne,23,62.0,79,0,0,0.2,166
2773,"1,2,3,4 December 2017 ",2017/18,2284,"Basin Reserve, Wellington",1,SO Hetmyer,13,15.0,27,0,59,21.5,134
2774,"1,2,3,4 December 2017 ",2017/18,2284,"Basin Reserve, Wellington",2,KS Williamson (c),1,10.0,16,0,65,26.1,520
2775,"1,2,3,4 December 2017 ",2017/18,2284,"Basin Reserve, Wellington",3,SO Hetmyer,66,89.0,112,0,72,18.1,319
2776,"2,3,4,5,6 December 2017 - day/night match ",2017/18,2285,Adelaide Oval,1,UT Khawaja,53,112.0,144,0,33,14.3,442
2777,"2,3,4,5,6 December 2017 - day/night match ",2017/18,2285,Adelaide Oval,2,JM Vince,2,10.0,18,0,29,6.6,227
2778,"2,3,4,5,6 December 2017 - day/night match ",2017/18,2285,Adelaide Oval,3,UT Khawaja,20,49.0,71,0,5,2.2,138
2779,"2,3,4,5,6 December 2017 - day/night match ",2017/18,2285,Adelaide Oval,4,JM Vince,15,39.0,60,0,53,19.5,233
2780,"2,3,4,5,6 December 2017 ",2017/18,2286,"Arun Jaitley Stadium, Delhi",1,CA Pujara,23,39.0,47,0,42,9.6,536
2781,"2,3,4,5,6 December 2017 ",2017/18,2286,"Arun Jaitley Stadium, Delhi",2,DM de Silva,1,14.0,26,0,0,0.1,373
2782,"2,3,4,5,6 December 2017 ",2017/18,2286,"Arun Jaitley Stadium, Delhi",3,AM Rahane,10,37.0,57,0,10,2.1,246
2783,"2,3,4,5,6 December 2017 ",2017/18,2286,"Arun Jaitley Stadium, Delhi",4,DM de Silva,119,219.0,257,1,14,5.5,299
2784,"9,10,11,12 December 2017 ",2017/18,2287,"Seddon Park, Hamilton",1,KS Williamson (c),43,96.0,126,0,65,19.6,373
2785,"9,10,11,12 December 2017 ",2017/18,2287,"Seddon Park, Hamilton",2,SO Hetmyer,28,42.0,49,0,5,0.6,221
2786,"9,10,11,12 December 2017 ",2017/18,2287,"Seddon Park, Hamilton",3,KS Williamson (c),54,64.0,98,0,11,7.1,291
2787,"9,10,11,12 December 2017 ",2017/18,2287,"Seddon Park, Hamilton",4,SO Hetmyer,15,15.0,22,0,4,1.3,203
2788,"14,15,16,17,18 Decmeber 2017 ",2017/18,2288,"W.A.C.A. Ground, Perth",1,JM Vince,25,63.0,92,0,26,4.4,403
2789,"14,15,16,17,18 Decmeber 2017 ",2017/18,2288,"W.A.C.A. Ground, Perth",2,UT Khawaja,50,123.0,156,0,44,13.2,662
2790,"14,15,16,17,18 Decmeber 2017 ",2017/18,2288,"W.A.C.A. Ground, Perth",3,JM Vince,55,95.0,117,0,4,1.5,218
2791,"26,27,28,29,30 December 2017 ",2017/18,2289,Melbourne Cricket Ground,1,UT Khawaja,17,65.0,107,0,122,34.3,327
2792,"26,27,28,29,30 December 2017 ",2017/18,2289,Melbourne Cricket Ground,2,JM Vince,17,37.0,53,0,35,11.3,491
2793,"26,27,28,29,30 December 2017 ",2017/18,2289,Melbourne Cricket Ground,3,UT Khawaja,11,14.0,23,0,51,15.4,263
2794,"26,27 December 2018 - day/night match ",2017/18,2290,"St George's Park, Port Elizabeth",1,HM Amla,5,11.0,14,0,72,21.3,309
2795,"26,27 December 2018 - day/night match ",2017/18,2290,"St George's Park, Port Elizabeth",2,CR Ervine,4,31.0,47,0,0,0.1,68
2796,"26,27 December 2018 - day/night match ",2017/18,2290,"St George's Park, Port Elizabeth",3,CR Ervine,23,58.0,84,0,54,17.2,121
2797,"4,5,6,7,8 January 2018 ",2017/18,2291,Sydney Cricket Ground,1,JM Vince,25,54.0,82,0,28,9.5,346
2798,"4,5,6,7,8 January 2018 ",2017/18,2291,Sydney Cricket Ground,2,UT Khawaja,171,381.0,514,0,1,1.2,649
2799,"4,5,6,7,8 January 2018 ",2017/18,2291,Sydney Cricket Ground,3,JM Vince,18,51.0,74,0,5,2.6,180
2800,"5,6,7,8 January 2018 ",2017/18,2292,"Newlands, Cape Town",1,HM Amla,3,10.0,20,0,0,0.3,286
2801,"5,6,7,8 January 2018 ",2017/18,2292,"Newlands, Cape Town",2,CA Pujara,26,92.0,154,0,16,4.4,209
2802,"5,6,7,8 January 2018 ",2017/18,2292,"Newlands, Cape Town",3,K Rabada,5,33.0,52,0,52,14.6,130
2803,"5,6,7,8 January 2018 ",2017/18,2292,"Newlands, Cape Town",4,CA Pujara,4,13.0,22,0,30,7.5,135
2804,"13,14,15,16,17 January 2018 ",2017/18,2293,"SuperSport Park, Centurion",1,HM Amla,82,153.0,208,0,85,29.3,335
2805,"13,14,15,16,17 January 2018 ",2017/18,2293,"SuperSport Park, Centurion",2,CA Pujara,0,1.0,3,0,28,9.3,307
2806,"13,14,15,16,17 January 2018 ",2017/18,2293,"SuperSport Park, Centurion",3,HM Amla,1,10.0,15,0,1,1.2,258
2807,"13,14,15,16,17 January 2018 ",2017/18,2293,"SuperSport Park, Centurion",4,CA Pujara,19,47.0,92,0,11,7.5,151
2808,"24,25,26,27 January 2018 ",2017/18,2294,"The Wanderers Stadium, Johannesburg",1,CA Pujara,50,179.0,261,0,7,3.1,187
2809,"24,25,26,27 January 2018 ",2017/18,2294,"The Wanderers Stadium, Johannesburg",2,K Rabada,30,84.0,130,0,3,2.3,194
2810,"24,25,26,27 January 2018 ",2017/18,2294,"The Wanderers Stadium, Johannesburg",3,KL Rahul,16,44.0,63,0,17,4.6,247
2811,"24,25,26,27 January 2018 ",2017/18,2294,"The Wanderers Stadium, Johannesburg",4,HM Amla,52,140.0,240,0,5,1.6,177
2812,"31 January, 1,2,3,4 February 2018 ",2017/18,2295,"Zahur Ahmed Chowdhury Stadium, Chattogram",1,Mominul Haque,176,214.0,,0,72,15.5,513
2813,"31 January, 1,2,3,4 February 2018 ",2017/18,2295,"Zahur Ahmed Chowdhury Stadium, Chattogram",2,DM de Silva,173,229.0,,0,0,2.3,713
2814,"31 January, 1,2,3,4 February 2018 ",2017/18,2295,"Zahur Ahmed Chowdhury Stadium, Chattogram",3,Mominul Haque,105,174.0,,0,52,14.6,307
2815,"8,9,10 February 2018 ",2017/18,2296,"Shere Bangla National Stadium, Mirpur, Dhaka",1,DM de Silva,19,30.0,,0,14,5.1,222
2816,"8,9,10 February 2018 ",2017/18,2296,"Shere Bangla National Stadium, Mirpur, Dhaka",2,Mominul Haque,0,3.0,,0,4,0.3,110
2817,"8,9,10 February 2018 ",2017/18,2296,"Shere Bangla National Stadium, Mirpur, Dhaka",3,DM de Silva,28,24.0,,0,19,6.5,226
2818,"8,9,10 February 2018 ",2017/18,2296,"Shere Bangla National Stadium, Mirpur, Dhaka",4,Mominul Haque,33,47.0,,0,3,1.1,123
2819,"01,02,03,04,05 March 2018 ",2017/18,2297,"Kingsmead, Durban",1,UT Khawaja,14,19.0,30,0,15,5.5,351
2820,"01,02,03,04,05 March 2018 ",2017/18,2297,"Kingsmead, Durban",2,HM Amla,0,3.0,2,0,27,7.2,162
2821,"01,02,03,04,05 March 2018 ",2017/18,2297,"Kingsmead, Durban",3,UT Khawaja,6,12.0,21,0,56,13.1,227
2822,"01,02,03,04,05 March 2018 ",2017/18,2297,"Kingsmead, Durban",4,HM Amla,8,19.0,18,0,29,6.5,298
2823,"9,10,11,12 March 2018 ",2017/18,2298,"St George's Park, Port Elizabeth",1,UT Khawaja,4,15.0,14,0,98,26.4,243
2824,"9,10,11,12 March 2018 ",2017/18,2298,"St George's Park, Port Elizabeth",2,K Rabada,29,40.0,58,0,22,7.4,382
2825,"9,10,11,12 March 2018 ",2017/18,2298,"St George's Park, Port Elizabeth",3,UT Khawaja,75,136.0,225,0,27,9.2,239
2826,"9,10,11,12 March 2018 ",2017/18,2298,"St George's Park, Port Elizabeth",4,HM Amla,27,42.0,54,0,22,5.1,102
2827,"22,23,24,25,26 March 2018 - day/night match ",2017/18,2299,"Eden Park, Auckland",1,JE Root (c),0,6.0,9,0,6,4.2,58
2828,"22,23,24,25,26 March 2018 - day/night match ",2017/18,2299,"Eden Park, Auckland",2,KS Williamson (c),102,220.0,319,0,8,8.2,427
2829,"22,23,24,25,26 March 2018 - day/night match ",2017/18,2299,"Eden Park, Auckland",3,JE Root (c),51,131.0,191,0,6,2.5,320
2830,"22,23,24,25 March 2018 ",2017/18,2300,"Newlands, Cape Town",1,HM Amla,31,87.0,128,0,6,3.5,311
2831,"22,23,24,25 March 2018 ",2017/18,2300,"Newlands, Cape Town",2,UT Khawaja,5,22.0,25,0,43,5.2,255
2832,"22,23,24,25 March 2018 ",2017/18,2300,"Newlands, Cape Town",3,HM Amla,31,80.0,106,0,28,9.1,373
2833,"22,23,24,25 March 2018 ",2017/18,2300,"Newlands, Cape Town",4,UT Khawaja,1,9.0,18,0,57,20.1,107
2834,"30, 31 March, 01, 02, 03 April 2018 ",2017/18,2301,"Hagley Oval, Christchurch",1,JM Vince,18,41.0,61,0,6,2.4,307
2835,"30, 31 March, 01, 02, 03 April 2018 ",2017/18,2301,"Hagley Oval, Christchurch",2,KS Williamson (c),22,48.0,83,0,0,1.3,278
2836,"30, 31 March, 01, 02, 03 April 2018 ",2017/18,2301,"Hagley Oval, Christchurch",3,JM Vince,76,128.0,179,0,24,8.4,352
2837,"30, 31 March, 01, 02, 03 April 2018 ",2017/18,2301,"Hagley Oval, Christchurch",4,KS Williamson (c),0,1.0,1,0,42,23.1,256
2838,"30,31 March, 01,02,03 April 2018 ",2017/18,2302,"The Wanderers Stadium, Johannesburg",1,HM Amla,27,81.0,112,0,53,17.6,488
2839,"30,31 March, 01,02,03 April 2018 ",2017/18,2302,"The Wanderers Stadium, Johannesburg",2,UT Khawaja,53,84.0,124,0,10,3.2,221
2840,"30,31 March, 01,02,03 April 2018 ",2017/18,2302,"The Wanderers Stadium, Johannesburg",3,HM Amla,16,48.0,51,0,54,18.1,344
2841,"30,31 March, 01,02,03 April 2018 ",2017/18,2302,"The Wanderers Stadium, Johannesburg",4,UT Khawaja,7,12.0,20,0,21,12.4,119
2842,"11,12,13,14,15 May 2018 ",2018,2303,"The Village, Malahide, Dublin",1,Haris Sohail,31,66.0,91,0,13,7.6,310
2843,"11,12,13,14,15 May 2018 ",2018,2303,"The Village, Malahide, Dublin",2,A Balbirnie,0,8.0,16,0,5,1.5,130
2844,"11,12,13,14,15 May 2018 ",2018,2303,"The Village, Malahide, Dublin",3,A Balbirnie,0,4.0,5,0,69,28.5,339
2845,"11,12,13,14,15 May 2018 ",2018,2303,"The Village, Malahide, Dublin",4,Haris Sohail,7,8.0,13,0,2,0.4,160
2846,"24,25,26,27 May 2018 ",2018,2304,"Lord's, London",1,JE Root (c),4,24.0,46,0,12,3.6,184
2847,"24,25,26,27 May 2018 ",2018,2304,"Lord's, London",2,Haris Sohail,39,95.0,144,0,12,5.3,363
2848,"24,25,26,27 May 2018 ",2018,2304,"Lord's, London",3,JE Root (c),68,120.0,187,0,1,1.5,242
2849,"24,25,26,27 May 2018 ",2018,2304,"Lord's, London",4,Haris Sohail,39,32.0,39,1,12,2.3,66
2850,"1,2,3 June 2018 ",2018,2305,"Headingley, Leeds",1,Haris Sohail,28,57.0,86,0,0,1.6,174
2851,"1,2,3 June 2018 ",2018,2305,"Headingley, Leeds",2,JE Root (c),45,72.0,117,0,53,16.6,363
2852,"1,2,3 June 2018 ",2018,2305,"Headingley, Leeds",3,Haris Sohail,8,12.0,13,0,20,4.3,134
2853,"6,7,8,9,10 June 2018 ",2018,2306,"Queen's Park Oval, Port of Spain, Trinidad",1,KOA Powell,38,68.0,94,0,4,2.4,414
2854,"6,7,8,9,10 June 2018 ",2018,2306,"Queen's Park Oval, Port of Spain, Trinidad",2,LD Chandimal (c),44,121.0,183,0,2,0.2,185
2855,"6,7,8,9,10 June 2018 ",2018,2306,"Queen's Park Oval, Port of Spain, Trinidad",3,KOA Powell,88,127.0,201,0,36,10.3,223
2856,"6,7,8,9,10 June 2018 ",2018,2306,"Queen's Park Oval, Port of Spain, Trinidad",4,LD Chandimal (c),27,83.0,115,0,21,3.3,226
2857,"14,15 June 2018 ",2018,2307,"M.Chinnaswamy Stadium, Bengaluru",1,KL Rahul,54,64.0,108,0,168,28.4,474
2858,"14,15 June 2018 ",2018,2307,"M.Chinnaswamy Stadium, Bengaluru",2,Rahmat Shah,14,15.0,22,0,15,3.6,109
2859,"14,15 June 2018 ",2018,2307,"M.Chinnaswamy Stadium, Bengaluru",3,Rahmat Shah,4,6.0,16,0,19,3.6,103
2860,"14,15,16,17,18 June 2018 ",2018,2308,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",1,DM de Silva,12,14.0,,0,0,1.2,253
2861,"14,15,16,17,18 June 2018 ",2018,2308,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",2,KOA Powell,27,45.0,,0,59,24.4,300
2862,"14,15,16,17,18 June 2018 ",2018,2308,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",3,CAK Rajitha,0,6.0,,0,32,7.4,342
2863,"14,15,16,17,18 June 2018 ",2018,2308,"Daren Sammy National Cricket Stadium, Gros Islet, St Lucia",4,KOA Powell,2,2.0,,0,6,3.2,147
2864,"23,24,25,26 June 2018 - day/night match ",2018,2309,"Kensington Oval, Bridgetown, Barbados",1,KOA Powell,4,10.0,,0,3,0.6,204
2865,"23,24,25,26 June 2018 - day/night match ",2018,2309,"Kensington Oval, Bridgetown, Barbados",2,MD Gunathilaka,29,73.0,,0,0,2.3,154
2866,"23,24,25,26 June 2018 - day/night match ",2018,2309,"Kensington Oval, Bridgetown, Barbados",3,KOA Powell,7,14.0,,0,1,0.5,93
2867,"23,24,25,26 June 2018 - day/night match ",2018,2309,"Kensington Oval, Bridgetown, Barbados",4,DM de Silva,17,29.0,,0,9,2.3,144
2868,"4,5,6 July 2018 ",2018,2310,"Sir Vivian Richards Stadium, North Sound, Antigua",1,Mominul Haque,1,3.0,,0,10,4.6,43
2869,"4,5,6 July 2018 ",2018,2310,"Sir Vivian Richards Stadium, North Sound, Antigua",2,KOA Powell,48,65.0,,0,113,40.4,406
2870,"4,5,6 July 2018 ",2018,2310,"Sir Vivian Richards Stadium, North Sound, Antigua",3,Mominul Haque,0,2.0,,0,14,3.4,144
2871,"12,13,14 July 2018 ",2018,2311,Galle International Stadium,1,DM de Silva,11,36.0,46,0,44,10.4,287
2872,"12,13,14 July 2018 ",2018,2311,Galle International Stadium,2,KA Maharaj,3,12.0,13,0,1,2.4,126
2873,"12,13,14 July 2018 ",2018,2311,Galle International Stadium,3,DM de Silva,9,12.0,19,0,51,17.5,190
2874,"12,13,14 July 2018 ",2018,2311,Galle International Stadium,4,HM Amla,0,2.0,6,0,12,5.6,73
2875,"12,13,14 July 2018 ",2018,2312,"Sabina Park, Kingston, Jamaica",1,KOA Powell,29,49.0,,0,9,8.1,354
2876,"12,13,14 July 2018 ",2018,2312,"Sabina Park, Kingston, Jamaica",2,Mominul Haque,0,2.0,,0,20,6.3,149
2877,"12,13,14 July 2018 ",2018,2312,"Sabina Park, Kingston, Jamaica",3,KMA Paul,13,31.0,,0,19,8.1,129
2878,"12,13,14 July 2018 ",2018,2312,"Sabina Park, Kingston, Jamaica",4,Mominul Haque,15,43.0,,0,2,2.1,168
2879,"20,21,22,23 July 2018 ",2018,2313,"Sinhalese Sports Club Ground, Colombo",1,DM de Silva,60,109.0,191,0,116,34.3,338
2880,"20,21,22,23 July 2018 ",2018,2313,"Sinhalese Sports Club Ground, Colombo",2,TB de Bruyn,3,8.0,7,0,4,1.2,124
2881,"20,21,22,23 July 2018 ",2018,2313,"Sinhalese Sports Club Ground, Colombo",3,DM de Silva,0,3.0,10,0,91,18.3,275
2882,"20,21,22,23 July 2018 ",2018,2313,"Sinhalese Sports Club Ground, Colombo",4,TB de Bruyn,101,232.0,257,0,23,8.1,290
2883,"1,2,3,4 August 2018 ",2018,2314,"Edgbaston, Birmingham",1,JE Root (c),80,156.0,243,0,26,8.5,287
2884,"1,2,3,4 August 2018 ",2018,2314,"Edgbaston, Birmingham",2,KL Rahul,4,2.0,5,0,50,13.4,274
2885,"1,2,3,4 August 2018 ",2018,2314,"Edgbaston, Birmingham",3,JE Root (c),14,35.0,48,0,9,3.4,180
2886,"1,2,3,4 August 2018 ",2018,2314,"Edgbaston, Birmingham",4,KL Rahul,13,24.0,46,0,19,5.5,162
2887,"9,10,11,12 August 2018 ",2018,2315,"Lord's, London",1,CA Pujara,1,25.0,41,0,0,0.5,107
2888,"9,10,11,12 August 2018 ",2018,2315,"Lord's, London",2,JE Root (c),19,53.0,82,0,28,7.3,396
2889,"9,10,11,12 August 2018 ",2018,2315,"Lord's, London",3,CA Pujara,17,87.0,106,0,0,2.2,130
2890,"18,19,20,21,22 August 2018 ",2018,2316,"Trent Bridge, Nottingham",1,CA Pujara,14,31.0,40,0,60,18.4,329
2891,"18,19,20,21,22 August 2018 ",2018,2316,"Trent Bridge, Nottingham",2,JE Root (c),16,29.0,68,0,54,11.6,161
2892,"18,19,20,21,22 August 2018 ",2018,2316,"Trent Bridge, Nottingham",3,CA Pujara,72,208.0,248,0,60,11.2,352
2893,"18,19,20,21,22 August 2018 ",2018,2316,"Trent Bridge, Nottingham",4,JE Root (c),13,40.0,71,0,27,9.5,317
2894,"30,31 August, 01,02 September 2018 ",2018,2317,"The Rose Bowl, Southampton",1,JE Root (c),4,14.0,26,0,1,2.1,246
2895,"30,31 August, 01,02 September 2018 ",2018,2317,"The Rose Bowl, Southampton",2,CA Pujara,132,257.0,355,1,37,7.2,273
2896,"30,31 August, 01,02 September 2018 ",2018,2317,"The Rose Bowl, Southampton",3,MM Ali,9,15.0,19,0,24,12.1,271
2897,"30,31 August, 01,02 September 2018 ",2018,2317,"The Rose Bowl, Southampton",4,CA Pujara,5,14.0,19,0,4,3.1,184
2898,"07,08,09,10,11 September 2018 ",2018,2318,"Kennington Oval, London",1,MM Ali,50,170.0,251,0,60,23.1,332
2899,"07,08,09,10,11 September 2018 ",2018,2318,"Kennington Oval, London",2,CA Pujara,37,101.0,135,0,6,1.1,292
2900,"07,08,09,10,11 September 2018 ",2018,2318,"Kennington Oval, London",3,MM Ali,20,52.0,69,0,27,12.4,423
2901,"07,08,09,10,11 September 2018 ",2018,2318,"Kennington Oval, London",4,CA Pujara,0,3.0,4,0,1,2.3,345
2902,"4,5,6 October 2018 ",2018/19,2319,"Saurashtra Cricket Association Stadium, Rajkot",1,CA Pujara,86,130.0,194,0,3,0.6,649
2903,"4,5,6 October 2018 ",2018/19,2319,"Saurashtra Cricket Association Stadium, Rajkot",2,SD Hope,10,22.0,33,0,2,2.2,181
2904,"4,5,6 October 2018 ",2018/19,2319,"Saurashtra Cricket Association Stadium, Rajkot",3,SD Hope,17,34.0,34,0,32,7.6,196
2905,"7,8,9,10,11 October 2018 ",2018/19,2320,Dubai International Cricket Stadium,1,Azhar Ali,18,80.0,105,0,205,62.6,482
2906,"7,8,9,10,11 October 2018 ",2018/19,2320,Dubai International Cricket Stadium,2,SE Marsh,7,26.0,37,0,142,51.4,202
2907,"7,8,9,10,11 October 2018 ",2018/19,2320,Dubai International Cricket Stadium,3,Bilal Asif,0,5.0,6,0,37,12.5,181
2908,"7,8,9,10,11 October 2018 ",2018/19,2320,Dubai International Cricket Stadium,4,SE Marsh,0,2.0,1,0,87,29.4,362
2909,"12,13,14 October 2018 ",2018/19,2321,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,SD Hope,36,68.0,74,0,32,11.1,311
2910,"12,13,14 October 2018 ",2018/19,2321,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,CA Pujara,10,41.0,51,0,61,8.4,367
2911,"12,13,14 October 2018 ",2018/19,2321,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3,SD Hope,28,42.0,59,0,0,0.2,127
2912,"16,17,18,19 October 2018 ",2018/19,2322,"Sheikh Zayed Stadium, Abu Dhabi",1,Azhar Ali,15,48.0,,0,5,2.6,282
2913,"16,17,18,19 October 2018 ",2018/19,2322,"Sheikh Zayed Stadium, Abu Dhabi",2,PM Siddle,4,10.0,,0,16,4.2,145
2914,"16,17,18,19 October 2018 ",2018/19,2322,"Sheikh Zayed Stadium, Abu Dhabi",3,Azhar Ali,64,141.0,,0,15,4.2,400
2915,"16,17,18,19 October 2018 ",2018/19,2322,"Sheikh Zayed Stadium, Abu Dhabi",4,TM Head,36,53.0,-,0,10,1.3,164
2916,"3,4,5,6 November 2018 ",2018/19,2323,Sylhet International Cricket Stadium,1,BRM Taylor,6,15.0,,0,35,10.4,282
2917,"3,4,5,6 November 2018 ",2018/19,2323,Sylhet International Cricket Stadium,2,Mominul Haque,11,38.0,,0,8,3.5,143
2918,"3,4,5,6 November 2018 ",2018/19,2323,Sylhet International Cricket Stadium,3,BRM Taylor,24,25.0,,0,19,12.2,181
2919,"3,4,5,6 November 2018 ",2018/19,2323,Sylhet International Cricket Stadium,4,Mominul Haque,9,13.0,,0,56,22.6,169
2920,"6,7,8,9 November 2018 ",2018/19,2324,Galle International Stadium,1,MM Ali,0,1.0,,0,10,2.3,342
2921,"6,7,8,9 November 2018 ",2018/19,2324,Galle International Stadium,2,DM de Silva,14,47.0,,0,4,0.2,203
2922,"6,7,8,9 November 2018 ",2018/19,2324,Galle International Stadium,3,MM Ali,3,11.0,,0,60,22.6,322
2923,"6,7,8,9 November 2018 ",2018/19,2324,Galle International Stadium,4,DM de Silva,21,44.0,,0,51,22.3,250
2924,"11,12,13,14,15 November 2018 ",2018/19,2325,"Shere Bangla National Stadium, Mirpur, Dhaka",1,Mominul Haque,161,247.0,,0,13,6.4,522
2925,"11,12,13,14,15 November 2018 ",2018/19,2325,"Shere Bangla National Stadium, Mirpur, Dhaka",2,DT Tiripano,8,46.0,-,0,20,14.1,304
2926,"11,12,13,14,15 November 2018 ",2018/19,2325,"Shere Bangla National Stadium, Mirpur, Dhaka",3,Mominul Haque,1,5.0,,0,9,4.1,224
2927,"11,12,13,14,15 November 2018 ",2018/19,2325,"Shere Bangla National Stadium, Mirpur, Dhaka",4,BRM Taylor,106,167.0,-,1,68,22.6,224
2928,"14, 15, 16, 17, 18 November 2018 ",2018/19,2326,Pallekele International Cricket Stadium,1,BA Stokes,19,27.0,,0,12,4.3,290
2929,"14, 15, 16, 17, 18 November 2018 ",2018/19,2326,Pallekele International Cricket Stadium,2,PM Pushpakumara,4,22.0,,0,22,7.4,336
2930,"14, 15, 16, 17, 18 November 2018 ",2018/19,2326,Pallekele International Cricket Stadium,3,KK Jennings,26,54.0,,0,4,2.3,346
2931,"14, 15, 16, 17, 18 November 2018 ",2018/19,2326,Pallekele International Cricket Stadium,4,DM de Silva,1,10.0,,0,14,3.3,243
2932,"16,17,18.19 November 2018 ",2018/19,2327,"Sheikh Zayed Stadium, Abu Dhabi",1,KS Williamson (c),63,112.0,,0,20,10.2,153
2933,"16,17,18.19 November 2018 ",2018/19,2327,"Sheikh Zayed Stadium, Abu Dhabi",2,Azhar Ali,22,95.0,,0,27,7.3,227
2934,"16,17,18.19 November 2018 ",2018/19,2327,"Sheikh Zayed Stadium, Abu Dhabi",3,KS Williamson (c),37,91.0,,0,0,1.1,249
