,Dates,Season,MatchNo,Venue,Innings,Batsman,R,B,M,NotOut,FoWR,FoWO,Total
1919,"23,24,25,26 November 2012 ",2012/13,2062,"Wankhede Stadium, Mumbai",2,KP Pietersen,186,233.0,316,0,68.0,33.6,413
1920,"23,24,25,26 November 2012 ",2012/13,2062,"Wankhede Stadium, Mumbai",3,SR Tendulkar,8,19.0,28,0,37.0,8.5,142
1921,"25,26,27,28,29 November 2012 ",2012/13,2063,"P Sara Oval, Colombo",1,LRPL Taylor (c),142,306.0,388,0,14.0,3.5,412
1922,"25,26,27,28,29 November 2012 ",2012/13,2063,"P Sara Oval, Colombo",2,DPMD Jayawardene (c),4,5.0,11,0,7.0,2.6,244
1923,"25,26,27,28,29 November 2012 ",2012/13,2063,"P Sara Oval, Colombo",3,LRPL Taylor (c),74,95.0,166,0,56.0,14.6,194
1924,"25,26,27,28,29 November 2012 ",2012/13,2063,"P Sara Oval, Colombo",4,DPMD Jayawardene (c),5,24.0,35,0,35.0,6.6,195
1925,"30 November, 1,2,3 December 2012 ",2012/13,2064,"W.A.C.A. Ground, Perth",1,JH Kallis,2,7.0,8,0,61.0,22.4,225
1926,"30 November, 1,2,3 December 2012 ",2012/13,2064,"W.A.C.A. Ground, Perth",2,NM Lyon,7,26.0,35,0,18.0,5.1,163
1927,"30 November, 1,2,3 December 2012 ",2012/13,2064,"W.A.C.A. Ground, Perth",3,JH Kallis,37,65.0,91,0,206.0,32.3,569
1928,"30 November, 1,2,3 December 2012 ",2012/13,2064,"W.A.C.A. Ground, Perth",4,RT Ponting,8,23.0,40,0,81.0,28.6,322
1929,"5,6,7,8,9 December 2012 ",2012/13,2065,"Eden Gardens, Kolkata",1,SR Tendulkar,76,155.0,202,0,88.0,25.4,316
1930,"5,6,7,8,9 December 2012 ",2012/13,2065,"Eden Gardens, Kolkata",2,KP Pietersen,54,85.0,112,0,338.0,119.2,523
1931,"5,6,7,8,9 December 2012 ",2012/13,2065,"Eden Gardens, Kolkata",3,SR Tendulkar,5,6.0,17,0,98.0,28.6,247
1932,"5,6,7,8,9 December 2012 ",2012/13,2065,"Eden Gardens, Kolkata",4,KP Pietersen,0,5.0,4,0,7.0,3.2,41
1933,"13,14,15,16,17 December 2012 ",2012/13,2066,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",1,KP Pietersen,73,188.0,202,0,16.0,10.3,330
1934,"13,14,15,16,17 December 2012 ",2012/13,2066,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",2,SR Tendulkar,2,13.0,25,0,59.0,22.3,326
1935,"13,14,15,16,17 December 2012 ",2012/13,2066,"Vidarbha Cricket Association Stadium, Jamtha, Nagpur",3,KP Pietersen,6,30.0,27,0,81.0,46.4,352
1936,"14,15,16,17,18 December 2012 ",2012/13,2067,"Bellerive Oval, Hobart",1,SR Watson,30,61.0,102,0,97.0,26.2,450
1937,"14,15,16,17,18 December 2012 ",2012/13,2067,"Bellerive Oval, Hobart",2,DPMD Jayawardene (c),12,22.0,36,0,42.0,14.4,336
1938,"14,15,16,17,18 December 2012 ",2012/13,2067,"Bellerive Oval, Hobart",3,SR Watson,5,17.0,27,0,140.0,44.4,278
1939,"14,15,16,17,18 December 2012 ",2012/13,2067,"Bellerive Oval, Hobart",4,DPMD Jayawardene (c),19,77.0,137,0,47.0,23.1,255
1940,"26,27,28 December 2012 ",2012/13,2068,Melbourne Cricket Ground,1,DPMD Jayawardene (c),3,26.0,32,0,19.0,6.3,156
1941,"26,27,28 December 2012 ",2012/13,2068,Melbourne Cricket Ground,2,SR Watson,83,198.0,265,0,117.0,22.6,460
1942,"26,27,28 December 2012 ",2012/13,2068,Melbourne Cricket Ground,3,DPMD Jayawardene (c),0,6.0,8.0,1,1.0,0.4,103
1943,"2,3,4 January 2013 ",2012/13,2069,"Newlands, Cape Town",1,DG Brownlie,0,3.0,3,0,14.0,5.3,45
1944,"2,3,4 January 2013 ",2012/13,2069,"Newlands, Cape Town",2,JH Kallis,60,89.0,110,0,108.0,25.2,347
1945,"2,3,4 January 2013 ",2012/13,2069,"Newlands, Cape Town",3,DG Brownlie,109,186.0,272,0,29.0,17.4,275
1946,"3,4,5,6 January 2013 ",2012/13,2070,Sydney Cricket Ground,1,HDRL Thirimanne,91,151.0,219,0,72.0,21.4,294
1947,"3,4,5,6 January 2013 ",2012/13,2070,Sydney Cricket Ground,2,MJ Clarke (c),50,75.0,136,0,166.0,34.5,432
1948,"3,4,5,6 January 2013 ",2012/13,2070,Sydney Cricket Ground,3,HDRL Thirimanne,7,23.0,36,0,132.0,33.1,278
1949,"3,4,5,6 January 2013 ",2012/13,2070,Sydney Cricket Ground,4,MJ Clarke (c),29,52.0,63,0,45.0,14.6,141
1950,"11,12,13,14 January 2013 ",2012/13,2071,"St George's Park, Port Elizabeth",1,JH Kallis,8,11.0,20,0,121.0,30.4,525
1951,"11,12,13,14 January 2013 ",2012/13,2071,"St George's Park, Port Elizabeth",2,DG Brownlie,10,22.0,41,0,8.0,4.4,121
1952,"11,12,13,14 January 2013 ",2012/13,2071,"St George's Park, Port Elizabeth",3,DG Brownlie,53,141.0,174,0,64.0,30.4,211
1953,"1,2,3,4 February 2013 ",2012/13,2072,"The Wanderers Stadium, Johannesburg",1,JH Kallis,50,78.0,82,0,46.0,19.1,253
1954,"1,2,3,4 February 2013 ",2012/13,2072,"The Wanderers Stadium, Johannesburg",2,Younis Khan,0,5.0,5,0,12.0,5.1,49
1955,"1,2,3,4 February 2013 ",2012/13,2072,"The Wanderers Stadium, Johannesburg",3,JH Kallis,7,13.0,15,1,87.0,23.2,275
1956,"1,2,3,4 February 2013 ",2012/13,2072,"The Wanderers Stadium, Johannesburg",4,Younis Khan,15,28.0,45,0,64.0,21.5,268
1957,"14,15,16,17 February 2013 ",2012/13,2073,"Newlands, Cape Town",1,Younis Khan,111,226.0,322,0,21.0,11.1,338
1958,"14,15,16,17 February 2013 ",2012/13,2073,"Newlands, Cape Town",2,F du Plessis,28,83.0,121,0,50.0,17.2,326
1959,"14,15,16,17 February 2013 ",2012/13,2073,"Newlands, Cape Town",3,Younis Khan,14,43.0,65,0,7.0,1.3,169
1960,"14,15,16,17 February 2013 ",2012/13,2073,"Newlands, Cape Town",4,JH Kallis,21,30.0,29,0,63.0,15.3,182
1961,"22,23,24,25,26 February 2013 ",2012/13,2074,"MA Chidambaram Stadium, Chepauk, Chennai",1,SR Watson,28,60.0,53,0,72.0,18.3,380
1962,"22,23,24,25,26 February 2013 ",2012/13,2074,"MA Chidambaram Stadium, Chepauk, Chennai",2,SR Tendulkar,81,159.0,257,0,12.0,5.2,572
1963,"22,23,24,25,26 February 2013 ",2012/13,2074,"MA Chidambaram Stadium, Chepauk, Chennai",3,PJ Hughes,0,3.0,4,0,64.0,28.6,241
1964,"22,23,24,25,26 February 2013 ",2012/13,2074,"MA Chidambaram Stadium, Chepauk, Chennai",4,SR Tendulkar,13,10.0,10,1,36.0,9.2,50
1965,"22,23,24 February 2013 ",2012/13,2075,"SuperSport Park, Centurion",1,F du Plessis,29,57.0,86,0,38.0,9.3,409
1966,"22,23,24 February 2013 ",2012/13,2075,"SuperSport Park, Centurion",2,Younis Khan,33,86.0,149,0,56.0,17.6,156
1967,"22,23,24 February 2013 ",2012/13,2075,"SuperSport Park, Centurion",3,Imran Farhat,43,91.0,129,0,39.0,16.2,235
1968,"2,3,4,5 March 2013 ",2012/13,2076,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,SR Watson,23,31.0,47,0,15.0,4.2,237
1969,"2,3,4,5 March 2013 ",2012/13,2076,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",2,SR Tendulkar,7,15.0,32,0,387.0,117.4,503
1970,"2,3,4,5 March 2013 ",2012/13,2076,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",3,SR Watson,9,35.0,42,0,56.0,23.3,131
1971,"6,7,8,9,10 March 2013 ",2012/13,2077,"University Oval, Dunedin",1,KP Pietersen,0,1.0,1,0,18.0,10.2,167
1972,"6,7,8,9,10 March 2013 ",2012/13,2077,"University Oval, Dunedin",2,LRPL Taylor,31,57.0,68,0,249.0,73.4,460
1973,"6,7,8,9,10 March 2013 ",2012/13,2077,"University Oval, Dunedin",3,IJL Trott,52,94.0,124,0,265.0,103.1,421
1974,"8,9,10,11,12 March 2013 ",2012/13,2078,Galle International Stadium,1,HDRL Thirimanne,155,256.0,426,0,181.0,37.6,570
1975,"8,9,10,11,12 March 2013 ",2012/13,2078,Galle International Stadium,2,Mominul Haque,55,83.0,108,0,65.0,23.6,638
1976,"8,9,10,11,12 March 2013 ",2012/13,2078,Galle International Stadium,3,KDK Vithanage,59,70.0,82,0,230.0,60.2,335
1977,"12,13,14 March 2013 ",2012/13,2079,"Kensington Oval, Bridgetown, Barbados",1,BRM Taylor (c),26,53.0,61,0,59.0,20.3,211
1978,"12,13,14 March 2013 ",2012/13,2079,"Kensington Oval, Bridgetown, Barbados",2,DM Bravo,11,32.0,49,0,8.0,6.7,307
1979,"12,13,14 March 2013 ",2012/13,2079,"Kensington Oval, Bridgetown, Barbados",3,RW Price,7,17.0,38,0,26.0,10.1,107
1980,"14,15,16,17,18 March 2013 ",2012/13,2080,"Basin Reserve, Wellington",1,KP Pietersen,73,149.0,208,0,236.0,73.5,465
1981,"14,15,16,17,18 March 2013 ",2012/13,2080,"Basin Reserve, Wellington",2,LRPL Taylor,0,1.0,2,0,48.0,21.3,254
1982,"14,15,16,17,18 March 2013 ",2012/13,2080,"Basin Reserve, Wellington",3,LRPL Taylor,41,90.0,128,1,81.0,36.6,162
1983,"14,15,16,17,18 March 2013 ",2012/13,2081,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",1,PJ Hughes,2,31.0,39,0,139.0,47.6,408
1984,"14,15,16,17,18 March 2013 ",2012/13,2081,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",2,SR Tendulkar,37,81.0,125,0,292.0,62.6,499
1985,"14,15,16,17,18 March 2013 ",2012/13,2081,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",3,SPD Smith,5,19.0,23,0,35.0,7.5,223
1986,"14,15,16,17,18 March 2013 ",2012/13,2081,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",4,SR Tendulkar,21,23.0,71,0,70.0,18.2,136
1987,"16,17,18,19 March 2013 ",2012/13,2082,"R.Premadasa Stadium, Khettarama, Colombo",1,Mominul Haque,64,98.0,140,0,51.0,23.6,240
1988,"16,17,18,19 March 2013 ",2012/13,2082,"R.Premadasa Stadium, Khettarama, Colombo",2,HDRL Thirimanne,0,12.0,16,0,39.0,9.1,346
1989,"16,17,18,19 March 2013 ",2012/13,2082,"R.Premadasa Stadium, Khettarama, Colombo",3,Mominul Haque,37,93.0,116,0,96.0,40.3,265
1990,"16,17,18,19 March 2013 ",2012/13,2082,"R.Premadasa Stadium, Khettarama, Colombo",4,HDRL Thirimanne,13,37.0,55,0,125.0,27.6,160
1991,"20,21,22 March 2013 ",2012/13,2083,"Windsor Park, Roseau, Dominica",1,BRM Taylor (c) †,33,62.0,81,0,43.0,10.3,175
1992,"20,21,22 March 2013 ",2012/13,2083,"Windsor Park, Roseau, Dominica",2,MN Samuels,26,53.0,71,0,35.0,8.2,381
1993,"20,21,22 March 2013 ",2012/13,2083,"Windsor Park, Roseau, Dominica",3,CR Ervine,8,35.0,44,0,64.0,17.6,141
1994,"22,23,24,25,26 March 2013 ",2012/13,2084,"Eden Park, Auckland",1,LRPL Taylor,19,34.0,51,0,260.0,94.4,443
1995,"22,23,24,25,26 March 2013 ",2012/13,2084,"Eden Park, Auckland",2,IR Bell,17,60.0,71,0,44.0,15.5,204
1996,"22,23,24,25,26 March 2013 ",2012/13,2084,"Eden Park, Auckland",3,LRPL Taylor,3,14.0,17,0,5.0,4.4,241
1997,"22,23,24,25,26 March 2013 ",2012/13,2084,"Eden Park, Auckland",4,IR Bell,75,271.0,352,0,60.0,23.4,315
1998,"22,23,24 March 2013 ",2012/13,2085,"Arun Jaitley Stadium, Delhi",1,SR Watson (c),17,56.0,63,0,71.0,20.6,262
1999,"22,23,24 March 2013 ",2012/13,2085,"Arun Jaitley Stadium, Delhi",2,SR Tendulkar,32,53.0,99,0,114.0,27.5,272
2000,"22,23,24 March 2013 ",2012/13,2085,"Arun Jaitley Stadium, Delhi",3,PJ Hughes,6,23.0,23,0,20.0,6.1,164
2001,"22,23,24 March 2013 ",2012/13,2085,"Arun Jaitley Stadium, Delhi",4,SR Tendulkar,1,5.0,8,0,123.0,23.6,158
2002,"17,18,19,20 April 2013 ",2013,2086,Harare Sports Club,1,BRM Taylor (c),171,324.0,489,0,22.0,14.4,389
2003,"17,18,19,20 April 2013 ",2013,2086,Harare Sports Club,2,Mahmudullah,3,14.0,28,0,102.0,35.5,134
2004,"17,18,19,20 April 2013 ",2013,2086,Harare Sports Club,3,BRM Taylor (c),102,146.0,258,0,9.0,4.1,227
2005,"17,18,19,20 April 2013 ",2013,2086,Harare Sports Club,4,Mahmudullah,21,21.0,35,0,41.0,14.5,147
2006,"25,26,27,28,29 April 2013 ",2013,2087,Harare Sports Club,1,Mominul Haque,23,41.0,66,0,58.0,18.5,391
2007,"25,26,27,28,29 April 2013 ",2013,2087,Harare Sports Club,2,BRM Taylor (c),36,104.0,152,0,26.0,12.1,282
2008,"25,26,27,28,29 April 2013 ",2013,2087,Harare Sports Club,3,Mominul Haque,29,58.0,83,0,12.0,5.4,291
2009,"25,26,27,28,29 April 2013 ",2013,2087,Harare Sports Club,4,BRM Taylor (c),10,43.0,46,1,66.0,15.1,257
2010,"16,17,18,19 May 2013 ",2013,2088,"Lord's, London",1,IR Bell,31,133.0,168,0,67.0,34.6,232
2011,"16,17,18,19 May 2013 ",2013,2088,"Lord's, London",2,LRPL Taylor,66,72.0,111,0,7.0,6.4,207
2012,"16,17,18,19 May 2013 ",2013,2088,"Lord's, London",3,JE Root,71,120.0,178,0,36.0,9.5,213
2013,"16,17,18,19 May 2013 ",2013,2088,"Lord's, London",4,LRPL Taylor,0,2.0,4,0,16.0,5.1,68
2014,"24,25,26,27,28 May 2013 ",2013,2089,"Headingley, Leeds",1,IR Bell,30,73.0,113,0,67.0,24.6,354
2015,"24,25,26,27,28 May 2013 ",2013,2089,"Headingley, Leeds",2,LRPL Taylor,6,12.0,18,0,62.0,17.5,174
2016,"24,25,26,27,28 May 2013 ",2013,2089,"Headingley, Leeds",3,IR Bell,6,8.0,12,0,206.0,61.2,287
2017,"24,25,26,27,28 May 2013 ",2013,2089,"Headingley, Leeds",4,LRPL Taylor,70,121.0,160,0,40.0,14.3,220
2018,"10,11,12,13,14 July 2013 ",2013,2090,"Trent Bridge, Nottingham",1,KP Pietersen,14,23.0,26,0,78.0,21.1,215
2019,"10,11,12,13,14 July 2013 ",2013,2090,"Trent Bridge, Nottingham",2,MJ Clarke (c),0,6.0,12,0,19.0,3.4,280
2020,"10,11,12,13,14 July 2013 ",2013,2090,"Trent Bridge, Nottingham",3,KP Pietersen,64,150.0,211,0,11.0,7.4,375
2021,"10,11,12,13,14 July 2013 ",2013,2090,"Trent Bridge, Nottingham",4,MJ Clarke (c),23,70.0,92,0,111.0,36.4,296
2022,"18,19,20,21 July 2013 ",2013,2091,"Lord's, London",1,KP Pietersen,2,4.0,3,0,26.0,5.2,361
2023,"18,19,20,21 July 2013 ",2013,2091,"Lord's, London",2,PJ Hughes,1,8.0,13,0,50.0,15.2,128
2024,"18,19,20,21 July 2013 ",2013,2091,"Lord's, London",3,KP Pietersen,5,11.0,10,0,22.0,12.2,349
2025,"18,19,20,21 July 2013 ",2013,2091,"Lord's, London",4,PJ Hughes,1,21.0,22,0,32.0,9.5,235
2026,"1,2,3,4,5 August 2013 ",2013,2092,"Old Trafford, Manchester",1,MJ Clarke (c),187,314.0,443,0,82.0,22.6,527
2027,"1,2,3,4,5 August 2013 ",2013,2092,"Old Trafford, Manchester",2,IJL Trott,5,32.0,57,0,49.0,27.3,368
2028,"1,2,3,4,5 August 2013 ",2013,2092,"Old Trafford, Manchester",3,SR Watson,18,24.0,29,0,74.0,17.6,172
2029,"1,2,3,4,5 August 2013 ",2013,2092,"Old Trafford, Manchester",4,KP Pietersen,8,16.0,17,0,15.0,12.2,37
2030,"9,10,11,12 August 2013 ",2013,2093,"Riverside Ground, Chester-le-Street",1,KP Pietersen,26,35.0,50,0,107.0,39.2,238
2031,"9,10,11,12 August 2013 ",2013,2093,"Riverside Ground, Chester-le-Street",2,MJ Clarke (c),6,18.0,42,0,12.0,5.6,270
2032,"9,10,11,12 August 2013 ",2013,2093,"Riverside Ground, Chester-le-Street",3,KP Pietersen,44,84.0,154,0,42.0,12.6,330
2033,"9,10,11,12 August 2013 ",2013,2093,"Riverside Ground, Chester-le-Street",4,MJ Clarke (c),21,27.0,43,0,147.0,39.1,224
2034,"21,22,23,24,25 August 2013 ",2013,2094,"Kennington Oval, London",1,MJ Clarke (c),7,39.0,46,0,118.0,33.1,492
2035,"21,22,23,24,25 August 2013 ",2013,2094,"Kennington Oval, London",2,KP Pietersen,50,133.0,190,0,118.0,53.4,377
2036,"21,22,23,24,25 August 2013 ",2013,2094,"Kennington Oval, London",3,BJ Haddin †,0,1.0,6,0,44.0,11.1,111
2037,"21,22,23,24,25 August 2013 ",2013,2094,"Kennington Oval, London",4,KP Pietersen,62,55.0,66,0,86.0,19.5,206
2038,"3,4,5,6,7 September 2013 ",2013,2095,Harare Sports Club,1,Younis Khan,3,9.0,11,0,21.0,11.5,249
2039,"3,4,5,6,7 September 2013 ",2013,2095,Harare Sports Club,2,Sikandar Raza,60,118.0,164,0,68.0,26.6,327
2040,"3,4,5,6,7 September 2013 ",2013,2095,Harare Sports Club,3,Younis Khan,200,404.0,614,0,21.0,7.3,419
2041,"3,4,5,6,7 September 2013 ",2013,2095,Harare Sports Club,4,Sikandar Raza,24,54.0,75,0,14.0,8.5,120
2042,"10,11,12,13,14 September 2013 ",2013,2096,Harare Sports Club,1,BRM Taylor (c),51,128.0,190,0,31.0,16.2,294
2043,"10,11,12,13,14 September 2013 ",2013,2096,Harare Sports Club,2,Younis Khan,77,223.0,301,0,62.0,23.1,230
2044,"10,11,12,13,14 September 2013 ",2013,2096,Harare Sports Club,3,T Panyangara,0,2.0,6,0,117.0,48.6,199
2045,"10,11,12,13,14 September 2013 ",2013,2096,Harare Sports Club,4,Younis Khan,29,47.0,56,0,46.0,11.2,239
2046,"9,10,11,12,13 October 2013 ",2013/14,2097,"Zahur Ahmed Chowdhury Stadium, Chattogram",1,LRPL Taylor,28,47.0,79,0,183.0,62.6,469
2047,"9,10,11,12,13 October 2013 ",2013/14,2097,"Zahur Ahmed Chowdhury Stadium, Chattogram",2,Mominul Haque,181,274.0,377,0,8.0,3.3,501
2048,"9,10,11,12,13 October 2013 ",2013/14,2097,"Zahur Ahmed Chowdhury Stadium, Chattogram",3,LRPL Taylor,54,105.0,136,0,149.0,56.6,287
2049,"9,10,11,12,13 October 2013 ",2013/14,2097,"Zahur Ahmed Chowdhury Stadium, Chattogram",4,Mominul Haque,22,41.0,51,0,99.0,33.6,173
2050,"14,15,16,17 October 2013 ",2013/14,2098,"Sheikh Zayed Stadium, Abu Dhabi",1,JH Kallis,5,28.0,46,0,19.0,6.2,249
2051,"14,15,16,17 October 2013 ",2013/14,2098,"Sheikh Zayed Stadium, Abu Dhabi",2,Younis Khan,1,9.0,13,0,173.0,57.3,442
2052,"14,15,16,17 October 2013 ",2013/14,2098,"Sheikh Zayed Stadium, Abu Dhabi",3,JH Kallis,0,5.0,4,0,57.0,17.3,232
2053,"14,15,16,17 October 2013 ",2013/14,2098,"Sheikh Zayed Stadium, Abu Dhabi",4,Younis Khan,9,36.0,44,0,7.0,2.6,45
2054,"21,22,23,24,25 October 2013 ",2013/14,2099,"Shere Bangla National Stadium, Mirpur, Dhaka",1,Mominul Haque,47,59.0,80,0,90.0,22.6,282
2055,"21,22,23,24,25 October 2013 ",2013/14,2099,"Shere Bangla National Stadium, Mirpur, Dhaka",2,LRPL Taylor,53,79.0,107,0,32.0,14.2,437
2056,"21,22,23,24,25 October 2013 ",2013/14,2099,"Shere Bangla National Stadium, Mirpur, Dhaka",3,Mominul Haque,126,225.0,313,0,55.0,14.2,269
2057,"23,24,25,26 October 2013 ",2013/14,2100,Dubai International Cricket Stadium,1,Younis Khan,10,26.0,32,0,38.0,16.6,99
2058,"23,24,25,26 October 2013 ",2013/14,2100,Dubai International Cricket Stadium,2,JH Kallis,7,30.0,37,0,91.0,32.6,517
2059,"23,24,25,26 October 2013 ",2013/14,2100,Dubai International Cricket Stadium,3,Younis Khan,36,102.0,145.0,0,2.0,1.5,326
2060,"6,7,8 November 2013 ",2013/14,2101,"Eden Gardens, Kolkata",1,MN Samuels,65,98.0,102,0,47.0,14.2,234
2061,"6,7,8 November 2013 ",2013/14,2101,"Eden Gardens, Kolkata",2,SR Tendulkar,10,24.0,41,0,57.0,20.4,453
2062,"6,7,8 November 2013 ",2013/14,2101,"Eden Gardens, Kolkata",3,MN Samuels,4,5.0,8,0,101.0,30.4,168
2063,"14,15,16 November 2013 ",2013/14,2102,"Wankhede Stadium, Mumbai",1,MN Samuels,19,59.0,66,0,86.0,24.4,182
2064,"14,15,16 November 2013 ",2013/14,2102,"Wankhede Stadium, Mumbai",2,SR Tendulkar,74,118.0,150,0,77.0,13.4,495
2065,"14,15,16 November 2013 ",2013/14,2102,"Wankhede Stadium, Mumbai",3,DM Bravo,11,10.0,11,0,28.0,9.4,187
2066,"21,22,23,24 November 2013 ",2013/14,2103,"Brisbane Cricket Ground, Woolloongabba, Brisbane",1,MJ Clarke (c),1,10.0,7,0,71.0,24.3,295
2067,"21,22,23,24 November 2013 ",2013/14,2103,"Brisbane Cricket Ground, Woolloongabba, Brisbane",2,KP Pietersen,18,42.0,61,0,55.0,17.1,136
2068,"21,22,23,24 November 2013 ",2013/14,2103,"Brisbane Cricket Ground, Woolloongabba, Brisbane",3,MJ Clarke (c),113,130.0,197,0,75.0,29.3,401
2069,"21,22,23,24 November 2013 ",2013/14,2103,"Brisbane Cricket Ground, Woolloongabba, Brisbane",4,KP Pietersen,26,52.0,95,0,10.0,7.1,179
2070,"3,4,5,6,7 December 2013 ",2013/14,2104,"University Oval, Dunedin",1,LRPL Taylor,217,319.0,491,0,117.0,35.2,609
2071,"3,4,5,6,7 December 2013 ",2013/14,2104,"University Oval, Dunedin",2,MN Samuels,14,68.0,92,0,24.0,9.4,213
2072,"3,4,5,6,7 December 2013 ",2013/14,2104,"University Oval, Dunedin",3,MN Samuels,23,46.0,57,0,135.0,37.4,507
2073,"3,4,5,6,7 December 2013 ",2013/14,2104,"University Oval, Dunedin",4,LRPL Taylor,16,61.0,94,0,15.0,7.6,79
2074,"5,6,7,8,9 December 2013 ",2013/14,2105,Adelaide Oval,1,MJ Clarke (c),148,245.0,350,0,155.0,51.6,570
2075,"5,6,7,8,9 December 2013 ",2013/14,2105,Adelaide Oval,2,KP Pietersen,4,12.0,19,0,57.0,29.6,172
2076,"5,6,7,8,9 December 2013 ",2013/14,2105,Adelaide Oval,3,MJ Clarke (c),22,51.0,77,0,4.0,2.4,132
2077,"5,6,7,8,9 December 2013 ",2013/14,2105,Adelaide Oval,4,KP Pietersen,53,99.0,151,0,20.0,11.4,312
2078,"11,12,13 December 2013 ",2013/14,2106,"Basin Reserve, Wellington",1,LRPL Taylor,129,227.0,307,0,24.0,11.2,441
2079,"11,12,13 December 2013 ",2013/14,2106,"Basin Reserve, Wellington",2,MN Samuels,60,81.0,129,0,67.0,17.5,193
2080,"11,12,13 December 2013 ",2013/14,2106,"Basin Reserve, Wellington",3,MN Samuels,12,17.0,35,0,75.0,25.2,175
2081,"13,14,15,16,17 December 2013 ",2013/14,2107,"W.A.C.A. Ground, Perth",1,MJ Clarke (c),24,44.0,58,0,52.0,10.3,385
2082,"13,14,15,16,17 December 2013 ",2013/14,2107,"W.A.C.A. Ground, Perth",2,KP Pietersen,19,59.0,96,0,90.0,30.5,251
2083,"13,14,15,16,17 December 2013 ",2013/14,2107,"W.A.C.A. Ground, Perth",3,MJ Clarke (c),23,53.0,63,0,183.0,48.5,369
2084,"13,14,15,16,17 December 2013 ",2013/14,2107,"W.A.C.A. Ground, Perth",4,KP Pietersen,45,57.0,88,0,62.0,18.6,353
2085,"18,19,20,21,22 December 2013 ",2013/14,2108,"The Wanderers Stadium, Johannesburg",1,V Kohli,119,181.0,257,0,24.0,15.1,280
2086,"18,19,20,21,22 December 2013 ",2013/14,2108,"The Wanderers Stadium, Johannesburg",2,JH Kallis,0,1.0,2,0,130.0,38.1,244
2087,"18,19,20,21,22 December 2013 ",2013/14,2108,"The Wanderers Stadium, Johannesburg",3,V Kohli,96,193.0,254,0,93.0,33.5,421
2088,"18,19,20,21,22 December 2013 ",2013/14,2108,"The Wanderers Stadium, Johannesburg",4,F du Plessis,134,309.0,395,0,118.0,36.2,450
2089,"19,20,21,22 December 2013 ",2013/14,2109,"Seddon Park, Hamilton",1,MN Samuels,0,9.0,16,0,77.0,31.3,367
2090,"19,20,21,22 December 2013 ",2013/14,2109,"Seddon Park, Hamilton",2,LRPL Taylor,131,264.0,326,0,43.0,21.3,349
2091,"19,20,21,22 December 2013 ",2013/14,2109,"Seddon Park, Hamilton",3,MN Samuels,8,38.0,50,0,12.0,4.6,103
2092,"19,20,21,22 December 2013 ",2013/14,2109,"Seddon Park, Hamilton",4,LRPL Taylor,2,8.0,9,0,116.0,37.6,124
2093,"26,27,28,29 December 2013 ",2013/14,2110,Melbourne Cricket Ground,1,KP Pietersen,71,161.0,254,0,96.0,33.6,255
2094,"26,27,28,29 December 2013 ",2013/14,2110,Melbourne Cricket Ground,2,MJ Clarke (c),10,34.0,61,0,36.0,11.2,204
2095,"26,27,28,29 December 2013 ",2013/14,2110,Melbourne Cricket Ground,3,KP Pietersen,49,90.0,158,0,86.0,27.5,179
2096,"26,27,28,29 December 2013 ",2013/14,2110,Melbourne Cricket Ground,4,MJ Clarke (c),6,20.0,26,1,200.0,45.5,231
2097,"26,27,28,29,30 December 2013 ",2013/14,2111,"Kingsmead, Durban",1,V Kohli,46,87.0,114,0,198.0,66.3,334
2098,"26,27,28,29,30 December 2013 ",2013/14,2111,"Kingsmead, Durban",2,JH Kallis,115,316.0,393,0,113.0,32.6,500
2099,"26,27,28,29,30 December 2013 ",2013/14,2111,"Kingsmead, Durban",3,V Kohli,11,27.0,26,0,53.0,27.5,223
2100,"31 December 2013, 1,2,3,4 January 2014 ",2013/14,2112,"Sheikh Zayed Stadium, Abu Dhabi",1,DPMD Jayawardene,5,8.0,13,0,67.0,26.4,204
2101,"31 December 2013, 1,2,3,4 January 2014 ",2013/14,2112,"Sheikh Zayed Stadium, Abu Dhabi",2,Younis Khan,136,198.0,288,0,59.0,21.6,383
2102,"31 December 2013, 1,2,3,4 January 2014 ",2013/14,2112,"Sheikh Zayed Stadium, Abu Dhabi",3,DPMD Jayawardene,0,1.0,4,0,146.0,48.6,480
2103,"31 December 2013, 1,2,3,4 January 2014 ",2013/14,2112,"Sheikh Zayed Stadium, Abu Dhabi",4,Younis Khan,13,42.0,55,1,125.0,37.3,158
2104,"3,4,5 January 2014 ",2013/14,2113,Sydney Cricket Ground,1,MJ Clarke (c),10,29.0,32,0,51.0,15.4,326
2105,"3,4,5 January 2014 ",2013/14,2113,Sydney Cricket Ground,2,IR Bell,2,32.0,56,0,8.0,6.2,155
2106,"3,4,5 January 2014 ",2013/14,2113,Sydney Cricket Ground,3,MJ Clarke (c),6,18.0,25,0,47.0,10.3,276
2107,"3,4,5 January 2014 ",2013/14,2113,Sydney Cricket Ground,4,KP Pietersen,6,10.0,20,0,37.0,9.3,166
